"35";"AUBENQUE";"Alexis";"0";"0";"0";"7";"http://fr.wikipedia.org/wiki/Alexis_Aubenque"
"36";"AUBERT";"E.";"0";"0";"0";"7";NULL
"37";"AVRIL";"Nicole";"1939";"0";"0";"7";"http://fr.wikipedia.org/wiki/Nicole_Avril"
"38";"AWLINSON";"Richard";"1962";"0";"0";"7";NULL
"39";"AZIZ ( MAHJOUB )";"Philippe ( Aziz )";"1943";"2002";"0";"7";"http://fr.wikipedia.org/wiki/Philippe_Aziz"
"40";"BAKER";"Linda P.";"0";"0";"0";"7";"http://translate.google.fr/translate?hl=fr&sl=fi&u=http://fi.wikipedia.org/wiki/Linda_P._Baker&prev=search"
"41";"BALZAC";"Honore de";"1799";"1850";"0";"7";"http://fr.wikipedia.org/wiki/Honor%C3%A9_de_Balzac"
"42";"BAMEUL";"Pierre";"1940";"0";"0";"7";"http://fr.wikipedia.org/wiki/Pierre_Bameul"
"43";"BARBET ( AVICE )";"Pierre ( Claude )";"1925";"1995";"0";"7";"http://fr.wikipedia.org/wiki/Pierre_Barbet"
"44";"BARBUSSE";"Henri";"1873";"1935";"0";"7";"http://fr.wikipedia.org/wiki/Henri_Barbusse"
"45";"BARDET";"Jean-Gaston";"1907";"1989";"0";"7";"http://fr.wikipedia.org/wiki/Gaston_Bardet"
"46";"BARJAVEL";"René";"1911";"1985";"0";"7";"http://fr.wikipedia.org/wiki/Ren%C3%A9_Barjavel"
"47";"BARKATS";"Pierre-Philippe";"1954";"0";"0";"7";"http://www.babelio.com/auteur/Pierre-Philippe-Barkats/111021"
"48";"BARRET et GURGAND";;"0";"0";"1";"7";NULL
"49";"BASELITZ ( KERN )";"Georg ( Hans-Georg )";"1938";"0";"0";"7";"http://fr.wikipedia.org/wiki/Georg_Baselitz"
"50";"BASS";"T.J";"1932";"2011";"0";"7";"http://fr.wikipedia.org/wiki/T._J._Bass"
"51";"BAUDELAIRE";"Charles";"1821";"1867";"0";"7";"http://fr.wikipedia.org/wiki/Charles_Baudelaire"
"52";"BAZIN";"Hervé";"1911";"1996";"0";"7";"http://fr.wikipedia.org/wiki/Herv%C3%A9_Bazin"
"53";"BEAR";"Greg";"1951";"0";"0";"7";"http://fr.wikipedia.org/wiki/Greg_Bear"
"54";"BEAUCHEMIN";"Yves";"1941";"0";"0";"7";"http://fr.wikipedia.org/wiki/Yves_Beauchemin"
"55";"BEAUMARCHAIS ( CARON de )";"Pierre-Augustin";"1732";"1799";"0";"7";"http://fr.wikipedia.org/wiki/Pierre-Augustin_Caron_de_Beaumarchais"
"56";"BEGO";"Mark";"1952";"0";"0";"7";"http://en.wikipedia.org/wiki/Mark_Bego"
"57";"BEKA et POUPARD";;"0";"0";"1";"7";NULL
"58";"BELLEMARE";"Pierre";"1929";"0";"0";"7";"http://fr.wikipedia.org/wiki/Pierre_Bellemare"
"59";"BELLEMARE et ANTOINE";"Pierre et Jacques";"0";"0";"1";"7";NULL
"60";"BELLEMARE et NAHMIAS";"Pierre et Jean-Fran";"0";"0";"1";"7";NULL
"61";"BELLETTO";"Rene";"1945";"0";"0";"7";"http://fr.wikipedia.org/wiki/Ren%C3%A9_Belletto"
"62";"BENFORD";"Gregory";"1941";"0";"0";"7";"http://fr.wikipedia.org/wiki/Gregory_Benford"
"63";"BENJAMIN";"Joel";"0";"0";"0";"7";NULL
"64";"BENZONI";"Juliette";"1920";"0";"0";"7";"http://fr.wikipedia.org/wiki/Juliette_Benzoni"
"65";"BERA ( BERATO )";"Paul";"1915";"1989";"0";"7";"http://fr.wikipedia.org/w/index.php?title=Paul_B%C3%A9rato&redirect=no"
"66";"BERBERICK";"Nancy Varian";"1951";"0";"0";"7";"http://en.wikipedia.org/wiki/Nancy_Varian_Berberick"
"67";"BERGET";"Alphonse";"0";"0";"0";"7";NULL
"68";"BERNA ( SABRAN )";"Paul ( Jean-Marie-Edmond )";"1908";"1994";"0";"7";"http://fr.wikipedia.org/wiki/Paul_Berna"
"69";"BERNADAC";"Christian";"1937";"2003";"0";"7";"http://fr.wikipedia.org/wiki/Christian_Bernadac"
"70";"BERNANOS";"Georges";"1888";"1948";"0";"7";"http://fr.wikipedia.org/wiki/Georges_Bernanos"
"71";"BERNDT";"Helmut";"0";"0";"0";"7";NULL
"72";"BERTNAY";"Paul";"0";"0";"0";"7";NULL
"73";"BESSIERE";"Richard";"1923";"0";"0";"7";NULL
"74";"BHAKTIVEDANTA";"A.C";"1896";"1977";"0";"7";"http://fr.wikipedia.org/wiki/A.C._Bhaktivedanta_Swami_Prabhupada"
"75";"BLAKE";"Susan";"0";"0";"0";"7";NULL
"76";"PECQUEUR et KOVACEVIC et SCHELLE";"Daniel et Boyan et Pierre";"0";"0";"1";"7";NULL
"77";"FEIST";"Raymond Elias";"1945";"0";"0";"7";NULL
"78";"BLIER";"Bertrand";"1939";"0";"0";"7";NULL
"79";"BLYTON";"Enid";"1897";"1968";"0";"7";NULL
"80";"BOEGNER";"Philippe";"1910";"1991";"0";"7";NULL
"81";"BOGDANOFF";"Igor";"1949";"0";"0";"7";
"82";"BONNET";"Alexandre";"0";"0";"0";"7";NULL
"83";"BORDERIE";"Roger";"0";"0";"0";"7";NULL
"84";"BOUDARD";"Alphonse";"1925";"2000";"0";"7";NULL
"85";"BOUGARD";"Michel";"0";"0";"0";"7";NULL
"86";"BOURRET";"Jean-Claude";"1941";"0";"0";"7";NULL
"87";"BOYLL";"Randall";"1962";"0";"0";"7";NULL
"88";"BRADBURY";"Ray";"1920";"0";"0";"7";NULL
"89";"BRASSEY (Lady)";;"1839";"1887";"0";"7";NULL
"90";"BRAUN";"Maurice Gabriel";"1912";"1984";"0";"7";NULL
"91";"BREHA";"Laurent";"0";"0";"0";"7";NULL
"92";"BRETON";"Guy";"1919";"2008";"0";"7";NULL
"93";"BRETON le";"Auguste";"1913";"1999";"0";"7";NULL
"94";"BRICE";"Michel";"1822";"1889";"0";"7";NULL
"95";"BRIN";"David";"1950";"0";"0";"7";NULL
"96";"BRINK";"Andre";"1935";"0";"0";"7";NULL
"97";"BROCHARD";"Gilles";"0";"0";"0";"7";NULL
"98";"BRONTE";"Emily";"1818";"1848";"0";"7";NULL
"99";"BROOKS";"Terry";"1944";"0";"0";"7";NULL
"100";"BROWN";"Dan";"1964";"0";"0";"7";NULL
"101";"BROWN";"Frederic";"1906";"1972";"0";"7";NULL
"102";"BRUCE";"Jean";"1921";"1963";"0";"7";NULL
"103";"BRUCE";"Josette";"1920";"1996";"0";"7";NULL
"104";"BRUNNER";"John";"1934";"1995";"0";"7";NULL
"105";"BRUSS";"Bonnefoy Rene";"1895";"1979";"0";"7";NULL
"106";"BRUTSCHE";"Alphonse";"1937";"0";"0";"7";NULL
"107";"BUJOR";"Flavia";"1988";"0";"0";"7";NULL
"108";"BULMER";"Kennet";"1921";"2005";"0";"7";NULL
"109";"BURROUGHS";"Edgar Rice";"1875";"1950";"0";"7";"http://fr.wikipedia.org/wiki/Edgar_Rice_Burroughs"
"110";"BUZZATTI";"Dino";"1906";"1972";"0";"7";"http://fr.wikipedia.org/wiki/Dino_Buzzati"
"111";"CAIDIN";"Martin";"1927";"1997";"0";"7";"http://fr.wikipedia.org/wiki/Martin_Caidin"
"112";"CAILLOU";"Alan";"1914";"2006";"0";"7";"http://fr.wikipedia.org/wiki/Alan_Caillou"
"113";"CAMPBELL";"Reginald";"1894";"1950";"0";"7";"http://fr.wikipedia.org/wiki/Reginald_Campbell"
"114";"CARDAN";"Philippe";"0";"0";"0";"7";NULL
"115";"CARLIER";"Claude";"1725";"1787";"0";"7";"http://fr.wikipedia.org/wiki/Claude_Carlier"
"116";"CAROFF ( CARPOUZIS )";"Andre";"1924";"2009";"0";"7";"http://fr.wikipedia.org/wiki/Andr%C3%A9_Caroff"
"117";"CARPENTIER Y VALMONT";"Alejo";"1904";"1980";"0";"7";"http://fr.wikipedia.org/wiki/Alejo_Carpentier"
"118";"CARRIGAN";"Richard";"0";"0";"0";"7";
"119";"CARROLL";"Jonathan";"1949";"0";"0";"7";"http://fr.wikipedia.org/wiki/Jonathan_Carroll"
"120";"CARROSSA ( STIGTER )";"Jacob ( Jaap )";"1924";"1988";"0";"7";"http://www.babelio.com/auteur/Jacob-Carrossa/223638"
"121";"CARS ( PERUSSE DES CARS )";"Guy des ( Guy Augustin Marie Jean de )";"1911";"1993";"0";"7";"http://fr.wikipedia.org/wiki/Guy_des_Cars"
"122";"CASTELOT ( STORMS )";"Andre";"1911";"2004";"0";"7";"http://fr.wikipedia.org/wiki/Andr%C3%A9_Castelot"
"123";"CASTEX";"Pierre";"1924";"1991";"0";"7";"http://fr.wikipedia.org/wiki/Pierre_Castex"
"124";"CASTILLO ( JANICOT DEL CASTILLO )";"Michel del";"1933";"0";"0";"7";"http://fr.wikipedia.org/wiki/Michel_del_Castillo"
"125";"CATO";"Nancy";"1917";"2000";"0";"7";NULL
"126";"CAUVIN";"Patrick";"1932";"0";"0";"7";NULL
"127";"SAINT-MOORE";"Adam";"0";"0";"0";"7";NULL
"128";"CAVANNA";"Francois";"1923";"0";"0";"7";NULL
"129";"CERVANTES (de)";"Miguel";"1547";"1616";"0";"7";NULL
"130";"CESBRON";"Gilbert";"1913";"1979";"0";"7";NULL
"131";"CHALLAYE";"Felicien";"1875";"1967";"0";"7";NULL
"132";"CHANBERT";"Daniel-Yves";"0";"0";"0";"7";NULL
"133";"CHANDERNAGOR";"Fran";"1945";"0";"0";"7";NULL
"134";"CHARLES";"Theresa";"1904";"1988";"0";"7";NULL
"135";"CHARLES-ROUX";"Edmonde";"1920";"0";"0";"7";NULL
"136";"CHARRIERE";"Henri";"1906";"1973";"0";"7";NULL
"137";"CHATRIAN";"Erckman";"1826";"1890";"0";"7";NULL
"138";"CHERRYH";"Caroline Janice";"1942";"0";"0";"7";NULL
"139";"CHIEL";"Deborah";"0";"0";"0";"7";NULL
"140";"CHODERLOS de LACLOS";"Pierre";"1741";"1803";"0";"7";NULL
"141";"CHRISTIE";"Agatha";"1890";"1976";"0";"7";NULL
"142";"CHRISTOPHER";"John";"1922";"0";"0";"7";NULL
"143";"CLANCY";"Tom ( Tomas Léo Junior )";"1947";"2013";"0";"7";
"144";"CLANCY et GREENBERG";"Tom et Martin";"0";"0";"1";"7";NULL
"145";"CLANCY et MICHAELS";"Tom et David";"0";"0";"1";"7";NULL
"146";"CLANCY et PIECZENIK";"Tom et Steve";"0";"0";"1";"7";NULL
"147";"CLARETIE";"Jules";"1840";"1913";"0";"7";NULL
"148";"CLARK";"Mary Higgins";"1929";"0";"0";"7";"http://fr.wikipedia.org/wiki/Mary_Higgins_Clark"
"149";"CLARKE";"Arthur Charles  ( Sir )";"1917";"2008";"0";"7";"http://fr.wikipedia.org/wiki/Arthur_C._Clarke"
"150";"CLARKE et PREUSS";"Arthur C. et Paul";"0";"0";"1";"7";NULL
"151";"CLAUZEL";"Robert";"1925";"2007";"0";"7";NULL
"152";"CLAVEL";"Bernard";"1923";"0";"0";"7";NULL
"153";"CLAVELL";"James";"1924";"1994";"0";"7";NULL
"154";"CLAYTON";"Jo";"1939";"1998";"0";"7";NULL
"155";"CLEMENT et AUDRY";"Rene et Colette";"0";"0";"1";"7";NULL
"156";"CLEMENTS";"Toby";"0";"0";"0";"7";NULL
"157";"CLOSETS (de)";"Fran";"1933";"0";"0";"7";NULL
"158";"COFFE";"Jean-Pierre";"1938";"0";"0";"7";NULL
"159";"COLETTE";"Sidonie-Gabrielle";"1873";"1954";"0";"7";"http://fr.wikipedia.org/wiki/Colette"
"160";"COLOMB (Madame)";;"0";"0";"0";"7";NULL
"161";"COLUCHE";;"1944";"1986";"0";"7";NULL
"162";"COMBESCOT";"Pierre";"1940";"0";"0";"7";NULL
"163";"CONCHON";"Georges";"1925";"1990";"0";"7";NULL
"164";"CONEY";"Michael Greatrex";"1932";"2005";"0";"7";NULL
"165";"CONIL";"Jean-Emmanuel";"0";"0";"0";"7";NULL
"166";"CONN";"Charles-Paul";"0";"0";"0";"7";NULL
"167";"CONVARD et FALQUE et GINE et JUILLARD et PAUL et WACHS";"Didier et Denis et Christian et Andre et Pierre";"0";"0";"1";"7";NULL
"168";"CONVARD et FALQUE et GINE et WACHS et KRAEHN et PAUL";"Didier et Denis et Christian et Jean Charles et Pierre";"0";"0";"1";"7";NULL
"169";"CONVARD et FALQUE et JUILLARD";"Didier et Denis et Andre";"0";"0";"1";"7";NULL
"170";"CONVARD et FALQUE et WACHS et PAUL";"Didier et Denis et Pierre";"0";"0";"1";"7";NULL
"171";"COOK";"Robin";"1940";"0";"0";"7";NULL
"172";"CORLEY";"Edwin";"0";"0";"0";"7";NULL
"173";"CORNEILLE";"Thomas";"1625";"1709";"0";"7";NULL
"174";"CORNUAULT";"Fanny";"0";"0";"0";"7";NULL
"175";"COUDERC et ALBALADEJO";"Roger et Pierre";"0";"0";"1";"7";NULL
"176";"COURCEL";"Pierre";"0";"0";"0";"7";NULL
"177";"COURRIERE";"Yves";"1935";"0";"0";"7";NULL
"178";"COUSTEAU";"Jacques-Yves";"1910";"1997";"0";"7";NULL
"179";"COWPER";"Richard";"1926";"2002";"0";"7";NULL
"180";"COX";"Simon";"0";"0";"0";"7";NULL
"181";"COYNE";"John";"1937";"0";"0";"7";NULL
"182";"CREMENE";"Adrien";"0";"0";"0";"7";NULL
"183";"CRICHTON";"Michael";"1942";"2008";"0";"7";NULL
"184";"CRONIN";"Archibald Joseph";"1896";"1981";"0";"7";NULL
"185";"CROUTIER";"Alev Lytle";"0";"0";"0";"7";NULL
"186";"CRYDE";"TH.";"0";"0";"0";"7";NULL
"187";"CUMMINGS";"Ray";"1887";"1957";"0";"7";NULL
"188";"CURVAL";"Philippe";"1929";"0";"0";"7";NULL
"189";"CYRULNIK";"Boris";"1937";"0";"0";"7";NULL
"190";"DALAI-LAMA et CARRIERE";"SS et Jean-Claude";"0";"0";"1";"7";NULL
"191";"DALAI-LAMA et CUTLEUR";"SS et Howard";"0";"0";"1";"7";NULL
"192";"DALENE";"Serge";"0";"0";"0";"7";NULL
"193";"DANIEL";"Jean";"1920";"0";"0";"7";NULL
"194";"DARTAL";"Frank";"0";"0";"0";"7";NULL
"195";"DARU";"Pierre";"1767";"1829";"0";"7";NULL
"196";"DASTIER";"Dan";"0";"0";"0";"7";NULL
"197";"DAUDET";"Alphonse";"1840";"1897";"0";"7";NULL
"198";"DAVID-MARESCOT";"Yves et Yvonne";"0";"0";"1";"7";NULL
"199";"DAVIDS";"Paul et Hollace";"0";"0";"0";"7";NULL
"200";"DAVIS";"Christopher";"0";"0";"0";"7";NULL
"201";"DAILEY";"Janet";"1944";"0";"0";"7";NULL
"202";"DE CAMP";"Lyon Sprague";"1907";"2000";"0";"7";NULL
"203";"DEBELMAS";"Jacques";"0";"0";"0";"7";NULL
"204";"DEBRUYNNE";"Jean";"0";"0";"0";"7";NULL
"205";"DEBUCHY";"Victor";"0";"0";"0";"7";NULL
"206";"DECAUX";"Alain";"1925";"0";"0";"7";NULL
"207";"DEFORGES";"Regine";"1935";"0";"0";"7";NULL
"208";"DEIGHTON";"Len";"1929";"0";"0";"7";NULL
"209";"DELANY";"Samuel";"1942";"0";"0";"7";NULL
"210";"DELLY";;"1875";"1947";"0";"7";NULL
"211";"DEMAISON";"Andre";"1883";"1956";"0";"7";NULL
"212";"DEMARET";"Pierre";"0";"0";"0";"7";NULL
"213";"DENIAU";"Jean-Fran";"1928";"2007";"0";"7";"http://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Deniau"
"214";"DENIS";"Jean-Claude";"1951";"0";"0";"7";"http://fr.wikipedia.org/wiki/Jean-Claude_Denis"
"215";"DENNING";"Troy";"1958";"0";"0";"7";"http://fr.wikipedia.org/wiki/Troy_Denning"
"216";"DENUZIERE";"Maurice";"1926";"0";"0";"7";"http://fr.wikipedia.org/wiki/Maurice_Denuzi%C3%A8re"
"217";"DERLICH";"Didier";"1965";"2000";"0";"7";NULL
"218";"DEROGY,HONORIN KERBOUC'H";"Jacques ,Michel J-Claude";"0";"0";"1";"7";NULL
"219";"DESARCES";"Henri";"0";"0";"0";"7";NULL
"220";"DESCHAMPS";"Fanny";"0";"0";"0";"7";NULL
"221";"DESHIMARU";"Taisen";"1914";"1982";"0";"7";NULL
"222";"DESJARDINS";"Denise";"0";"0";"0";"7";NULL
"223";"DESMAREST";"Marie-Anne";"0";"0";"0";"7";NULL
"224";"DESPROGES";"Pierre";"1939";"1988";"0";"7";NULL
"225";"DEVER";"Joe";"1956";"0";"0";"7";NULL
"226";"DEVOS";"Richard";"1922";"2006";"0";"7";NULL
"227";"DICK";"Philip Kindred";"1928";"1982";"0";"7";NULL
"228";"MOORE et GIBBONS";"Alan et Dave";"0";"0";"1";"7";NULL
"229";"DICKENS";"Charles";"1812";"1870";"0";"7";NULL
"230";"DICKSON";"Gordon Rupert.";"1923";"2001";"0";"7";NULL
"231";"DICTIONNAIRE";;"0";"0";"0";"7";NULL
"232";"DISCH";"Thomas Michael";"1940";"2008";"0";"7";NULL
"233";"DIWO";"Jean";"0";"0";"0";"7";NULL
"234";"DJIAN";"Philippe";"1949";"0";"0";"7";NULL
"235";"DOLTO";"Fran";"1908";"1988";"0";"7";NULL
"236";"DORGELES";"Roland";"1885";"1973";"0";"7";NULL
"237";"DORMANN";"Genevieve";"0";"0";"0";"7";NULL
"238";"DOUGLAS";"Kirk";"1916";"0";"0";"7";NULL
"239";"DOURIAUX";"Hugues";"0";"0";"0";"7";NULL
"240";"DOYLE";"Sir Arthur Conan";"1859";"1930";"0";"7";NULL
"241";"DRUCKER";"Michel";"1942";"0";"0";"7";NULL
"242";"DRUON";"Maurice";"1918";"2009";"0";"7";NULL
"243";"DUFAUR";"Jacques";"0";"0";"0";"7";NULL
"244";"DUFOSSE";"Vonny";"0";"0";"0";"7";NULL
"245";"DUFOUR";"Jean-Fran";"0";"0";"0";"7";NULL
"246";"DUITS";"Charles";"1925";"1991";"0";"7";NULL
"247";"DUMAS";"Alexandre";"1802";"1870";"0";"7";NULL
"248";"DUMAS";"Olivier";"0";"0";"0";"7";NULL
"249";"DUNETON";"Claude";"1935";"0";"0";"7";NULL
"250";"DURAND";"Loup";"0";"0";"0";"7";NULL
"251";"DUVAL";"Clement";"1850";"1935";"0";"7";NULL
"252";"EAUBONNE";"Fran";"1920";"2005";"0";"7";NULL
"253";"ECO";"Umberto";"1932";"0";"0";"7";NULL
"254";"EDDINGS";"David";"1931";"0";"0";"7";NULL
"255";"EDWARDS";"Frank";"1908";"1967";"0";"7";NULL
"256";"HERBERT";"Brian";"1947";"0";"0";"7";NULL
"257";"ERLANGER";"Philippe";"1903";"1987";"0";"7";NULL
"258";"EXBRAYAT";"Charles";"1906";"1989";"0";"7";NULL
"259";"FABIEN";"Jean";"0";"0";"0";"7";NULL
"260";"FALLET";"Rene";"1927";"1983";"0";"7";NULL
"261";"FARLEY";"Walter";"1915";"1989";"0";"7";NULL
"262";"FARMER";"Philip Jose";"1918";"2009";"0";"7";NULL
"263";"FARRERAS";"C.Marti";"0";"0";"0";"7";NULL
"264";"DE FAST";"Jan";"0";"0";"0";"7";NULL
"265";"FAUCONNIER le";"Janine";"0";"0";"0";"7";NULL
"266";"FAULKNER";"William";"1897";"1962";"0";"7";NULL
"267";"FEDIDA";"Pierre";"1934";"2002";"0";"7";NULL
"268";"FEIST et WURTS";"Raymond E. et Janny";"0";"0";"1";"7";NULL
"269";"FELSENHARDT";"Robert";"0";"0";"0";"7";NULL
"270";"FERGUSSON";"Bruce";"1951";"0";"0";"7";NULL
"271";"FERNEY";"Alice";"1967";"0";"0";"7";NULL
"272";"FEVAL";"Paul";"1816";"1887";"0";"7";"https://fr.wikipedia.org/wiki/Paul_F%C3%A9val"
"273";"FEVAL (fils)";"Paul";"1860";"1933";"0";"7";"https://fr.wikipedia.org/wiki/Paul_F%C3%A9val_fils"
"274";"FIEMEYER";"Isabelle";"0";"0";"0";"7";NULL
"275";"FISCHER";"Marie Louise";"0";"0";"0";"7";NULL
"276";"FLAGG";"Fannie";"1944";"0";"0";"7";NULL
"277";"FLAUBERT";"Gustave";"1821";"1880";"0";"7";NULL
"278";"FLEISCHER";"Leonore";"0";"0";"0";"7";NULL
"279";"FLEMING";"Ian";"1908";"1964";"0";"7";NULL
"280";"FLEURY";"Georges";"0";"0";"0";"7";NULL
"281";"FLEWELLING";"Lynn";"1958";"0";"0";"7";NULL
"282";"FOEX";"Jean-Albert";"0";"0";"0";"7";NULL
"283";"FOLLET";"Ken";"1949";"0";"0";"7";NULL
"284";"FONTBRUNE";"Jean Charles de";"0";"0";"0";"7";NULL
"285";"FORD";"Richard";"1944";"0";"0";"7";NULL
"286";"FORESTIER";"Henri";"1904";"1966";"0";"7";NULL
"287";"FOSTER";"M.A";"1939";"0";"0";"7";NULL
"288";"FRAIN";"Irene";"1950";"0";"0";"7";NULL
"289";"FRANCE";"Anatole";"1844";"1924";"0";"7";"http://fr.wikipedia.org/wiki/Anatole_France"
"290";"FREUD";"Sigmund";"1856";"1939";"0";"7";NULL
"291";"FRIANG";"Brigitte";"1924";"0";"0";"7";NULL
"292";"FRISON-ROCHE";"Roger";"1906";"1999";"0";"7";NULL
"293";"FROIDEVAL et TACITO";;"0";"0";"1";"7";NULL
"294";"FURON";"Raymond";"0";"0";"0";"7";NULL
"295";"GAARDER";"Jostein";"1952";"0";"0";"7";NULL
"296";"GAIDOZ";"Annick";"0";"0";"0";"7";NULL
"297";"GAILLARD";"Robert";"1868";"1941";"0";"7";NULL
"298";"GALANTE et SILIANOFF";"Piere et Eugene";"0";"0";"1";"7";NULL
"299";"GALL";"Michel";"0";"0";"0";"7";NULL
"300";"GAMARRA";"Pierre";"1919";"0";"0";"7";NULL
"301";"GANS";"Raymonde de";"0";"0";"0";"7";NULL
"302";"GAUBERT";"Georges";"0";"0";"0";"7";NULL
"303";"GAUTIER";"Theophile";"1811";"1872";"0";"7";NULL
"304";"GENEFORT";"Laurent";"1968";"0";"0";"7";NULL
"305";"GERMONT";"Michel";"0";"0";"0";"7";NULL
"306";"GIBLIN";"Leslie T.";"0";"0";"0";"7";NULL
"307";"GIBRAN";"Khalil";"0";"0";"0";"7";NULL
"308";"GIONO";"Jean";"0";"0";"0";"7";NULL
"309";"GIRARDIN";"J.";"0";"0";"0";"7";NULL
"310";"GIROUD";"Francoise";"1916";"2003";"0";"7";"http://fr.wikipedia.org/wiki/Fran%C3%A7oise_Giroud"
"311";"GLUT";"Donald Franck";"1944";"0";"0";"7";NULL
"312";"GOBET";"Jean";"0";"0";"0";"7";NULL
"313";"GOLDEN";"Christopher";"1967";"0";"0";"7";NULL
"314";"GOLDIN";"Stephen";"1947";"0";"0";"7";NULL
"315";"GOLDING";"William";"1911";"1993";"0";"7";NULL
"316";"GOLON";"Anne";"0";"0";"0";"7";
"317";"GONNARD";"Mario Remi";"0";"0";"0";"7";NULL
"318";"GOULART";"Ron";"1933";"0";"0";"7";NULL
"319";"GRADY";"James";"1949";"0";"0";"7";NULL
"320";"GRAFTON";"Sue";"1940";"0";"0";"7";NULL
"321";"GRANGE";"Jean-Christophe";"1961";"0";"0";"7";NULL
"322";"GRECE";"Michel de";"0";"0";"0";"7";NULL
"323";"GREENE";"Graham";"1904";"1991";"0";"7";NULL
"324";"GRIMAUD";"Michel";"0";"0";"0";"7";NULL
"325";"GRISHAM";"John";"1955";"0";"0";"7";NULL
"326";"GUARESCHI";"Giovanni";"1908";"1968";"0";"7";NULL
"327";"GUERIN";"Alain";"0";"0";"0";"7";NULL
"328";"GUEST et MORFAUX";"Gerard et Louis-Marie";"0";"0";"1";"7";NULL
"329";"GUIEU";"Jimmy "" Henri René """;"1926";"2000";"0";"7";"http://fr.wikipedia.org/wiki/Jimmy_Guieu"
"330";"GUITRY";"Sacha";"0";"0";"0";"7";NULL
"331";"GUNN";"James E.";"1923";"0";"0";"7";NULL
"332";"GUTH";"Paul";"0";"0";"0";"7";NULL
"333";"HADES";"Didier";"0";"0";"0";"7";NULL
"334";"HADLEY";"James";"0";"0";"0";"7";NULL
